Vivienda,Salud,Transporte,Educacion,Alimento,Autocuidado,Ingreso_fijo,Clase,id,Fecha,Gasto_var_necesario,Gasto_var_innecesario,Ingreso_variable,Total Out,Total In,Balance
2698,1568,1036,537,5275,1484,14625,Media-Baja,77,2021-03-31,259,453,5389,13310,20014,6704
3529,3222,2294,960,6126,2483,29729,Media-Alta,79,2021-03-31,547,708,7263,19869,36992,17123
4077,2667,1800,1223,5065,2455,34261,Media-Alta,80,2021-03-31,573,739,7991,18599,42252,23653
2625,1623,1011,462,4738,1358,17245,Media-Baja,81,2021-03-31,254,577,4968,12648,22213,9565
1147,912,374,233,3674,542,9345,Baja,82,2021-03-31,166,128,914,7176,10259,3083
1401,879,424,220,3060,574,8726,Baja,83,2021-03-31,152,157,894,6867,9620,2753
2613,1445,1089,516,4807,1383,14850,Media-Baja,84,2021-03-31,199,607,6063,12659,20913,8254
1248,785,458,204,3720,740,7952,Baja,85,2021-03-31,130,136,828,7421,8780,1359
1382,601,343,195,3947,718,8352,Baja,86,2021-03-31,144,155,811,7485,9163,1678
3115,1525,1011,517,4691,1400,13794,Media-Baja,87,2021-03-31,253,561,5323,13073,19117,6044
2418,1828,1031,458,5499,1305,14801,Media-Baja,88,2021-03-31,305,512,4337,13356,19138,5782
1182,916,330,212,3390,774,8566,Baja,89,2021-03-31,179,166,893,7149,9459,2310
1227,850,336,239,3517,594,7123,Baja,90,2021-03-31,162,163,851,7088,7974,886
2713,1284,1133,521,4850,1052,15013,Media-Baja,91,2021-03-31,253,489,4986,12295,19999,7704
3646,3031,2443,1236,5828,2713,32098,Media-Alta,92,2021-03-31,556,619,7575,20072,39673,19601
2661,1751,1067,593,5832,1291,15407,Media-Baja,93,2021-03-31,258,536,5166,13989,20573,6584
2543,1592,1205,562,4708,1380,14248,Media-Baja,94,2021-03-31,225,558,5562,12773,19810,7037
3387,1513,1048,572,4847,1557,18280,Media-Baja,95,2021-03-31,290,522,4613,13736,22893,9157
1447,815,381,238,4107,702,8531,Baja,96,2021-03-31,122,180,769,7992,9300,1308
2731,1596,1192,449,3892,1284,14892,Media-Baja,97,2021-03-31,248,528,4427,11920,19319,7399
1215,744,361,184,3250,589,8999,Baja,98,2021-03-31,143,174,902,6660,9901,3241
2800,1486,1010,520,4983,1310,15614,Media-Baja,99,2021-03-31,239,461,4267,12809,19881,7072
3938,2823,1912,1062,6030,2502,25359,Media-Alta,0,2021-04-30,489,924,8531,19680,33890,14210
1177,850,407,178,3681,599,7369,Baja,1,2021-04-30,126,158,692,7176,8061,885
2762,1367,874,549,4999,1222,14472,Media-Baja,2,2021-04-30,230,517,4941,12520,19413,6893
4218,2637,2255,1067,4744,2997,32933,Media-Alta,3,2021-04-30,496,937,9003,19351,41936,22585
1353,832,315,177,3263,602,10001,Baja,4,2021-04-30,162,134,789,6838,10790,3952
2742,1703,1077,501,4275,1281,15266,Media-Baja,5,2021-04-30,248,561,4927,12388,20193,7805
2463,1537,948,460,4937,1662,15962,Media-Baja,6,2021-04-30,308,473,4721,12788,20683,7895
4566,3971,2975,2247,8661,4616,85505,Alta,7,2021-04-30,5354,3720,13727,36110,99232,63122
4313,2617,2576,1113,7631,2710,32806,Media-Alta,8,2021-04-30,542,806,8674,22308,41480,19172
4562,3289,3268,2041,8368,4501,78258,Alta,9,2021-04-30,4994,5410,18931,36433,97189,60756
2656,1474,1217,595,5264,1342,17341,Media-Baja,10,2021-04-30,214,549,5712,13311,23053,9742
2320,1591,1205,493,5107,1366,14769,Media-Baja,11,2021-04-30,279,529,4477,12890,19246,6356
2923,1598,1077,613,5352,1400,16037,Media-Baja,12,2021-04-30,257,498,5464,13718,21501,7783
3962,3452,2242,1040,5499,2692,34648,Media-Alta,13,2021-04-30,544,796,8083,20227,42731,22504
2758,1620,964,483,5443,1331,13798,Media-Baja,14,2021-04-30,256,518,5230,13373,19028,5655
1387,598,400,201,4083,640,7498,Baja,15,2021-04-30,166,141,729,7616,8227,611
2419,1539,1132,595,5454,1373,14536,Media-Baja,16,2021-04-30,240,541,5033,13293,19569,6276
2757,1632,956,549,4540,1163,15721,Media-Baja,17,2021-04-30,230,575,4334,12402,20055,7653
2968,1439,904,472,4277,1124,17686,Media-Baja,18,2021-04-30,260,555,5252,11999,22938,10939
2870,1481,997,519,5495,1330,15661,Media-Baja,19,2021-04-30,239,563,5357,13494,21018,7524
2569,1418,866,534,4700,1306,17834,Media-Baja,20,2021-04-30,247,443,4815,12083,22649,10566
3773,2857,2062,1198,5716,2976,29428,Media-Alta,21,2021-04-30,493,789,8280,19864,37708,17844
4671,3760,2101,981,4895,3309,35835,Media-Alta,22,2021-04-30,554,831,6134,21102,41969,20867
2349,1422,1080,517,4728,1652,17283,Media-Baja,23,2021-04-30,259,571,5607,12578,22890,10312
1422,839,378,172,3228,557,8645,Baja,24,2021-04-30,166,170,910,6932,9555,2623
5760,4674,3894,1650,9416,4934,63611,Alta,25,2021-04-30,5131,4427,13748,39886,77359,37473
4231,3154,2447,1216,5928,2747,28664,Media-Alta,26,2021-04-30,491,790,9764,21004,38428,17424
1434,819,367,228,3180,653,8211,Baja,27,2021-04-30,164,172,853,7017,9064,2047
4105,2896,2025,1008,5877,2812,39154,Media-Alta,28,2021-04-30,482,752,6526,19957,45680,25723
1208,719,362,229,3775,698,8956,Baja,29,2021-04-30,145,163,780,7299,9736,2437
2515,1481,1088,449,4106,1535,16394,Media-Baja,30,2021-04-30,240,496,5556,11910,21950,10040
3447,3674,2005,1161,6343,2584,29260,Media-Alta,31,2021-04-30,585,911,5707,20710,34967,14257
1510,843,374,239,3985,538,8152,Baja,32,2021-04-30,151,178,970,7818,9122,1304
5644,4590,3104,1778,9087,4464,62916,Alta,33,2021-04-30,6607,5258,17076,40532,79992,39460
2258,1619,1031,512,3481,1029,16992,Media-Baja,34,2021-04-30,281,464,4502,10675,21494,10819
2596,1738,1092,469,4689,1026,15532,Media-Baja,35,2021-04-30,272,541,5221,12423,20753,8330
2584,1573,851,567,3749,1280,15776,Media-Baja,36,2021-04-30,265,512,4721,11381,20497,9116
2574,1329,1096,605,4581,1325,16039,Media-Baja,37,2021-04-30,259,520,5368,12289,21407,9118
2235,1696,944,445,5230,1375,15525,Media-Baja,38,2021-04-30,259,463,6313,12647,21838,9191
6469,4438,3060,2021,8398,3940,78138,Alta,39,2021-04-30,5491,5158,18689,38975,96827,57852
4872,3264,3683,1755,9347,4370,73689,Alta,40,2021-04-30,5382,5130,16140,37803,89829,52026
5394,4188,3044,1983,10734,4194,70688,Alta,41,2021-04-30,5289,4907,20634,39733,91322,51589
4068,2632,2089,1223,5420,2404,31329,Media-Alta,42,2021-04-30,560,808,7095,19204,38424,19220
5719,4194,3214,1952,7794,3907,83368,Alta,43,2021-04-30,4613,4963,19072,36356,102440,66084
6560,4479,4072,1681,8863,4387,68702,Alta,44,2021-04-30,5392,4523,16596,39957,85298,45341
3560,2822,1859,925,6087,2668,31016,Media-Alta,45,2021-04-30,493,826,8157,19240,39173,19933
3701,2901,1918,1315,5504,2570,29089,Media-Alta,46,2021-04-30,434,686,8209,19029,37298,18269
2454,1544,1067,488,4398,1461,15571,Media-Baja,47,2021-04-30,287,515,5201,12214,20772,8558
2371,1468,1126,542,4135,1152,15088,Media-Baja,48,2021-04-30,241,476,6603,11511,21691,10180
2794,1790,826,422,5371,1557,16358,Media-Baja,49,2021-04-30,265,600,4445,13625,20803,7178
2757,1842,913,498,5188,1304,17385,Media-Baja,50,2021-04-30,281,549,4518,13332,21903,8571
1362,770,318,201,3490,598,9308,Baja,51,2021-04-30,157,143,920,7039,10228,3189
3869,3137,1949,889,5027,2617,34780,Media-Alta,52,2021-04-30,536,837,8101,18861,42881,24020
1350,877,350,183,3540,667,8648,Baja,53,2021-04-30,155,164,784,7286,9432,2146
4301,2797,2272,1134,7122,2251,31540,Media-Alta,54,2021-04-30,613,727,6015,21217,37555,16338
2674,1599,982,554,4062,1356,17288,Media-Baja,55,2021-04-30,283,481,5293,11991,22581,10590
1366,699,355,242,3669,630,8786,Baja,56,2021-04-30,148,194,719,7303,9505,2202
2642,1774,1078,447,4293,1034,15264,Media-Baja,57,2021-04-30,284,521,4784,12073,20048,7975
2437,1934,986,508,4766,1313,17038,Media-Baja,58,2021-04-30,280,550,4261,12774,21299,8525
3267,2609,2148,976,5103,2623,32994,Media-Alta,59,2021-04-30,602,739,8450,18067,41444,23377
2574,1528,1082,705,4757,1243,15421,Media-Baja,60,2021-04-30,253,528,5353,12670,20774,8104
2119,1599,1270,629,4631,1189,14745,Media-Baja,61,2021-04-30,296,487,4708,12220,19453,7233
3500,3109,2018,1132,5955,2431,27324,Media-Alta,62,2021-04-30,530,742,8947,19417,36271,16854
2619,1633,1098,536,5503,1370,14914,Media-Baja,63,2021-04-30,285,488,4694,13532,19608,6076
3811,2759,1797,946,5372,2835,25283,Media-Alta,64,2021-04-30,525,709,6409,18754,31692,12938
4831,2950,2476,998,7017,2081,32381,Media-Alta,65,2021-04-30,498,779,8388,21630,40769,19139
3528,3125,2062,1045,5080,2916,32663,Media-Alta,66,2021-04-30,600,742,9022,19098,41685,22587
4468,3298,2329,1094,6458,2392,29526,Media-Alta,67,2021-04-30,465,672,7533,21176,37059,15883
1275,751,349,213,4145,668,9537,Baja,69,2021-04-30,163,172,721,7736,10258,2522
2605,1808,1173,523,4418,1480,13851,Media-Baja,70,2021-04-30,246,599,3915,12852,17766,4914
5383,4079,3325,2073,8012,3521,66571,Alta,71,2021-04-30,5698,4662,17698,36753,84269,47516
1322,910,350,217,3524,668,8937,Baja,72,2021-04-30,142,145,881,7278,9818,2540
1438,774,444,219,3916,636,8798,Baja,73,2021-04-30,166,155,833,7748,9631,1883
2509,1434,1130,537,4675,906,15028,Media-Baja,74,2021-04-30,284,512,5331,11987,20359,8372
4201,2299,2235,855,6102,2875,29600,Media-Alta,75,2021-04-30,497,969,8751,20033,38351,18318
2811,1675,1043,481,4338,1127,15080,Media-Baja,76,2021-04-30,300,517,4948,12292,20028,7736
2698,1568,1036,537,5275,1484,14625,Media-Baja,77,2021-04-30,277,559,4631,13434,19256,5822
3529,3222,2294,960,6126,2483,29729,Media-Alta,79,2021-04-30,504,668,7703,19786,37432,17646
4077,2667,1800,1223,5065,2455,34261,Media-Alta,80,2021-04-30,553,685,8459,18525,42720,24195
2625,1623,1011,462,4738,1358,17245,Media-Baja,81,2021-04-30,275,494,5207,12586,22452,9866
1147,912,374,233,3674,542,9345,Baja,82,2021-04-30,140,162,912,7184,10257,3073
1401,879,424,220,3060,574,8726,Baja,83,2021-04-30,125,159,754,6842,9480,2638
2613,1445,1089,516,4807,1383,14850,Media-Baja,84,2021-04-30,225,497,4755,12575,19605,7030
1248,785,458,204,3720,740,7952,Baja,85,2021-04-30,143,179,895,7477,8847,1370
1382,601,343,195,3947,718,8352,Baja,86,2021-04-30,171,138,818,7495,9170,1675
3115,1525,1011,517,4691,1400,13794,Media-Baja,87,2021-04-30,233,572,4662,13064,18456,5392
2418,1828,1031,458,5499,1305,14801,Media-Baja,88,2021-04-30,302,581,5403,13422,20204,6782
1182,916,330,212,3390,774,8566,Baja,89,2021-04-30,165,156,795,7125,9361,2236
1227,850,336,239,3517,594,7123,Baja,90,2021-04-30,151,157,861,7071,7984,913
2713,1284,1133,521,4850,1052,15013,Media-Baja,91,2021-04-30,266,514,4914,12333,19927,7594
3646,3031,2443,1236,5828,2713,32098,Media-Alta,92,2021-04-30,629,759,6972,20285,39070,18785
2661,1751,1067,593,5832,1291,15407,Media-Baja,93,2021-04-30,274,521,5446,13990,20853,6863
2543,1592,1205,562,4708,1380,14248,Media-Baja,94,2021-04-30,292,526,4401,12808,18649,5841
3387,1513,1048,572,4847,1557,18280,Media-Baja,95,2021-04-30,251,505,5195,13680,23475,9795
1447,815,381,238,4107,702,8531,Baja,96,2021-04-30,141,157,891,7988,9422,1434
2731,1596,1192,449,3892,1284,14892,Media-Baja,97,2021-04-30,270,611,4476,12025,19368,7343
1215,744,361,184,3250,589,8999,Baja,98,2021-04-30,154,164,830,6661,9829,3168
2800,1486,1010,520,4983,1310,15614,Media-Baja,99,2021-04-30,250,477,5183,12836,20797,7961
3938,2823,1912,1062,6030,2502,25359,Media-Alta,0,2021-05-31,523,723,8939,19513,34298,14785
1177,850,407,178,3681,599,7369,Baja,1,2021-05-31,133,191,639,7216,8008,792
2762,1367,874,549,4999,1222,14472,Media-Baja,2,2021-05-31,261,505,4891,12539,19363,6824
4218,2637,2255,1067,4744,2997,32933,Media-Alta,3,2021-05-31,495,729,8166,19142,41099,21957
1353,832,315,177,3263,602,10001,Baja,4,2021-05-31,132,155,915,6829,10916,4087
2742,1703,1077,501,4275,1281,15266,Media-Baja,5,2021-05-31,275,634,4504,12488,19770,7282
2463,1537,948,460,4937,1662,15962,Media-Baja,6,2021-05-31,297,534,5286,12838,21248,8410
4566,3971,2975,2247,8661,4616,85505,Alta,7,2021-05-31,4482,4429,15377,35947,100882,64935
4313,2617,2576,1113,7631,2710,32806,Media-Alta,8,2021-05-31,528,756,6824,22244,39630,17386
4562,3289,3268,2041,8368,4501,78258,Alta,9,2021-05-31,5991,4048,17926,36068,96184,60116
2656,1474,1217,595,5264,1342,17341,Media-Baja,10,2021-05-31,257,422,4769,13227,22110,8883
2320,1591,1205,493,5107,1366,14769,Media-Baja,11,2021-05-31,253,479,5151,12814,19920,7106
2923,1598,1077,613,5352,1400,16037,Media-Baja,12,2021-05-31,233,590,4768,13786,20805,7019
3962,3452,2242,1040,5499,2692,34648,Media-Alta,13,2021-05-31,467,725,8228,20079,42876,22797
2758,1620,964,483,5443,1331,13798,Media-Baja,14,2021-05-31,273,466,4288,13338,18086,4748
1387,598,400,201,4083,640,7498,Baja,15,2021-05-31,164,164,925,7637,8423,786
2419,1539,1132,595,5454,1373,14536,Media-Baja,16,2021-05-31,284,557,5359,13353,19895,6542
2757,1632,956,549,4540,1163,15721,Media-Baja,17,2021-05-31,246,585,5646,12428,21367,8939
2968,1439,904,472,4277,1124,17686,Media-Baja,18,2021-05-31,272,507,5753,11963,23439,11476
2870,1481,997,519,5495,1330,15661,Media-Baja,19,2021-05-31,276,550,5182,13518,20843,7325
2569,1418,866,534,4700,1306,17834,Media-Baja,20,2021-05-31,233,648,4584,12274,22418,10144
3773,2857,2062,1198,5716,2976,29428,Media-Alta,21,2021-05-31,538,734,7103,19854,36531,16677
4671,3760,2101,981,4895,3309,35835,Media-Alta,22,2021-05-31,566,722,8001,21005,43836,22831
2349,1422,1080,517,4728,1652,17283,Media-Baja,23,2021-05-31,294,514,5285,12556,22568,10012
1422,839,378,172,3228,557,8645,Baja,24,2021-05-31,124,178,905,6898,9550,2652
5760,4674,3894,1650,9416,4934,63611,Alta,25,2021-05-31,5290,4332,15741,39950,79352,39402
4231,3154,2447,1216,5928,2747,28664,Media-Alta,26,2021-05-31,494,912,8934,21129,37598,16469
1434,819,367,228,3180,653,8211,Baja,27,2021-05-31,134,130,939,6945,9150,2205
4105,2896,2025,1008,5877,2812,39154,Media-Alta,28,2021-05-31,592,892,8446,20207,47600,27393
1208,719,362,229,3775,698,8956,Baja,29,2021-05-31,149,147,937,7287,9893,2606
2515,1481,1088,449,4106,1535,16394,Media-Baja,30,2021-05-31,279,467,4927,11920,21321,9401
3447,3674,2005,1161,6343,2584,29260,Media-Alta,31,2021-05-31,507,731,7572,20452,36832,16380
1510,843,374,239,3985,538,8152,Baja,32,2021-05-31,165,174,881,7828,9033,1205
5644,4590,3104,1778,9087,4464,62916,Alta,33,2021-05-31,5908,5098,13585,39673,76501,36828
2258,1619,1031,512,3481,1029,16992,Media-Baja,34,2021-05-31,262,434,4496,10626,21488,10862
2596,1738,1092,469,4689,1026,15532,Media-Baja,35,2021-05-31,305,453,4775,12368,20307,7939
2584,1573,851,567,3749,1280,15776,Media-Baja,36,2021-05-31,274,533,5597,11411,21373,9962
2574,1329,1096,605,4581,1325,16039,Media-Baja,37,2021-05-31,248,619,5617,12377,21656,9279
2235,1696,944,445,5230,1375,15525,Media-Baja,38,2021-05-31,237,526,5083,12688,20608,7920
6469,4438,3060,2021,8398,3940,78138,Alta,39,2021-05-31,6085,5330,14743,39741,92881,53140
4872,3264,3683,1755,9347,4370,73689,Alta,40,2021-05-31,4454,5527,18344,37272,92033,54761
5394,4188,3044,1983,10734,4194,70688,Alta,41,2021-05-31,5032,5218,14487,39787,85175,45388
4068,2632,2089,1223,5420,2404,31329,Media-Alta,42,2021-05-31,514,785,6586,19135,37915,18780
5719,4194,3214,1952,7794,3907,83368,Alta,43,2021-05-31,3958,4532,14794,35270,98162,62892
6560,4479,4072,1681,8863,4387,68702,Alta,44,2021-05-31,5502,4465,14004,40009,82706,42697
3560,2822,1859,925,6087,2668,31016,Media-Alta,45,2021-05-31,528,575,8163,19024,39179,20155
3701,2901,1918,1315,5504,2570,29089,Media-Alta,46,2021-05-31,552,963,7552,19424,36641,17217
2454,1544,1067,488,4398,1461,15571,Media-Baja,47,2021-05-31,283,525,4822,12220,20393,8173
2371,1468,1126,542,4135,1152,15088,Media-Baja,48,2021-05-31,264,422,5130,11480,20218,8738
2794,1790,826,422,5371,1557,16358,Media-Baja,49,2021-05-31,264,532,4496,13556,20854,7298
2757,1842,913,498,5188,1304,17385,Media-Baja,50,2021-05-31,225,532,5155,13259,22540,9281
1362,770,318,201,3490,598,9308,Baja,51,2021-05-31,151,176,921,7066,10229,3163
3869,3137,1949,889,5027,2617,34780,Media-Alta,52,2021-05-31,571,648,8737,18707,43517,24810
1350,877,350,183,3540,667,8648,Baja,53,2021-05-31,160,175,910,7302,9558,2256
4301,2797,2272,1134,7122,2251,31540,Media-Alta,54,2021-05-31,519,707,7656,21103,39196,18093
2674,1599,982,554,4062,1356,17288,Media-Baja,55,2021-05-31,256,589,4892,12072,22180,10108
1366,699,355,242,3669,630,8786,Baja,56,2021-05-31,153,123,764,7237,9550,2313
2642,1774,1078,447,4293,1034,15264,Media-Baja,57,2021-05-31,289,583,5843,12140,21107,8967
2437,1934,986,508,4766,1313,17038,Media-Baja,58,2021-05-31,276,453,4711,12673,21749,9076
3267,2609,2148,976,5103,2623,32994,Media-Alta,59,2021-05-31,568,732,8598,18026,41592,23566
2574,1528,1082,705,4757,1243,15421,Media-Baja,60,2021-05-31,276,521,5207,12686,20628,7942
2119,1599,1270,629,4631,1189,14745,Media-Baja,61,2021-05-31,265,465,4441,12167,19186,7019
3500,3109,2018,1132,5955,2431,27324,Media-Alta,62,2021-05-31,626,771,7822,19542,35146,15604
2619,1633,1098,536,5503,1370,14914,Media-Baja,63,2021-05-31,253,541,4927,13553,19841,6288
3811,2759,1797,946,5372,2835,25283,Media-Alta,64,2021-05-31,555,947,8058,19022,33341,14319
4831,2950,2476,998,7017,2081,32381,Media-Alta,65,2021-05-31,591,797,7923,21741,40304,18563
3528,3125,2062,1045,5080,2916,32663,Media-Alta,66,2021-05-31,588,824,8147,19168,40810,21642
4468,3298,2329,1094,6458,2392,29526,Media-Alta,67,2021-05-31,502,868,9078,21409,38604,17195
1275,751,349,213,4145,668,9537,Baja,69,2021-05-31,153,144,921,7698,10458,2760
2605,1808,1173,523,4418,1480,13851,Media-Baja,70,2021-05-31,285,594,5415,12886,19266,6380
5383,4079,3325,2073,8012,3521,66571,Alta,71,2021-05-31,4642,4822,18713,35857,85284,49427
1322,910,350,217,3524,668,8937,Baja,72,2021-05-31,148,160,842,7299,9779,2480
1438,774,444,219,3916,636,8798,Baja,73,2021-05-31,171,176,1027,7774,9825,2051
2509,1434,1130,537,4675,906,15028,Media-Baja,74,2021-05-31,238,519,4917,11948,19945,7997
4201,2299,2235,855,6102,2875,29600,Media-Alta,75,2021-05-31,499,875,7457,19941,37057,17116
2811,1675,1043,481,4338,1127,15080,Media-Baja,76,2021-05-31,266,534,5289,12275,20369,8094
2698,1568,1036,537,5275,1484,14625,Media-Baja,77,2021-05-31,290,550,4191,13438,18816,5378
3529,3222,2294,960,6126,2483,29729,Media-Alta,79,2021-05-31,489,771,7388,19874,37117,17243
4077,2667,1800,1223,5065,2455,34261,Media-Alta,80,2021-05-31,388,854,8402,18529,42663,24134
2625,1623,1011,462,4738,1358,17245,Media-Baja,81,2021-05-31,267,475,4771,12559,22016,9457
1147,912,374,233,3674,542,9345,Baja,82,2021-05-31,156,144,1022,7182,10367,3185
1401,879,424,220,3060,574,8726,Baja,83,2021-05-31,144,136,905,6838,9631,2793
2613,1445,1089,516,4807,1383,14850,Media-Baja,84,2021-05-31,264,440,5115,12557,19965,7408
1248,785,458,204,3720,740,7952,Baja,85,2021-05-31,168,152,906,7475,8858,1383
1382,601,343,195,3947,718,8352,Baja,86,2021-05-31,134,179,867,7499,9219,1720
3115,1525,1011,517,4691,1400,13794,Media-Baja,87,2021-05-31,249,514,5075,13022,18869,5847
2418,1828,1031,458,5499,1305,14801,Media-Baja,88,2021-05-31,235,504,5704,13278,20505,7227
1182,916,330,212,3390,774,8566,Baja,89,2021-05-31,151,173,874,7128,9440,2312
1227,850,336,239,3517,594,7123,Baja,90,2021-05-31,147,132,677,7042,7800,758
2713,1284,1133,521,4850,1052,15013,Media-Baja,91,2021-05-31,283,579,4992,12415,20005,7590
3646,3031,2443,1236,5828,2713,32098,Media-Alta,92,2021-05-31,535,846,8002,20278,40100,19822
2661,1751,1067,593,5832,1291,15407,Media-Baja,93,2021-05-31,269,482,5007,13946,20414,6468
2543,1592,1205,562,4708,1380,14248,Media-Baja,94,2021-05-31,269,529,4710,12788,18958,6170
3387,1513,1048,572,4847,1557,18280,Media-Baja,95,2021-05-31,214,558,4983,13696,23263,9567
1447,815,381,238,4107,702,8531,Baja,96,2021-05-31,166,152,711,8008,9242,1234
2731,1596,1192,449,3892,1284,14892,Media-Baja,97,2021-05-31,232,661,5921,12037,20813,8776
1215,744,361,184,3250,589,8999,Baja,98,2021-05-31,172,170,980,6685,9979,3294
2800,1486,1010,520,4983,1310,15614,Media-Baja,99,2021-05-31,281,561,6007,12951,21621,8670
3938,2823,1912,1062,6030,2502,25359,Media-Alta,0,2021-06-30,558,811,8704,19636,34063,14427
1177,850,407,178,3681,599,7369,Baja,1,2021-06-30,153,175,875,7220,8244,1024
2762,1367,874,549,4999,1222,14472,Media-Baja,2,2021-06-30,295,580,5509,12648,19981,7333
4218,2637,2255,1067,4744,2997,32933,Media-Alta,3,2021-06-30,532,768,8242,19218,41175,21957
1353,832,315,177,3263,602,10001,Baja,4,2021-06-30,165,164,915,6871,10916,4045
2742,1703,1077,501,4275,1281,15266,Media-Baja,5,2021-06-30,233,483,5463,12295,20729,8434
2463,1537,948,460,4937,1662,15962,Media-Baja,6,2021-06-30,255,447,4786,12709,20748,8039
4566,3971,2975,2247,8661,4616,85505,Alta,7,2021-06-30,4592,4084,16796,35712,102301,66589
4313,2617,2576,1113,7631,2710,32806,Media-Alta,8,2021-06-30,642,655,8471,22257,41277,19020
4562,3289,3268,2041,8368,4501,78258,Alta,9,2021-06-30,4935,5176,18051,36140,96309,60169
2656,1474,1217,595,5264,1342,17341,Media-Baja,10,2021-06-30,300,525,4932,13373,22273,8900
2320,1591,1205,493,5107,1366,14769,Media-Baja,11,2021-06-30,275,431,4445,12788,19214,6426
2923,1598,1077,613,5352,1400,16037,Media-Baja,12,2021-06-30,280,505,4295,13748,20332,6584
3962,3452,2242,1040,5499,2692,34648,Media-Alta,13,2021-06-30,542,705,7717,20134,42365,22231
2758,1620,964,483,5443,1331,13798,Media-Baja,14,2021-06-30,225,473,3898,13297,17696,4399
1387,598,400,201,4083,640,7498,Baja,15,2021-06-30,180,133,903,7622,8401,779
2419,1539,1132,595,5454,1373,14536,Media-Baja,16,2021-06-30,274,493,4926,13279,19462,6183
2757,1632,956,549,4540,1163,15721,Media-Baja,17,2021-06-30,249,562,6118,12408,21839,9431
2968,1439,904,472,4277,1124,17686,Media-Baja,18,2021-06-30,321,547,4854,12052,22540,10488
2870,1481,997,519,5495,1330,15661,Media-Baja,19,2021-06-30,317,426,4407,13435,20068,6633
2569,1418,866,534,4700,1306,17834,Media-Baja,20,2021-06-30,278,482,5445,12153,23279,11126
3773,2857,2062,1198,5716,2976,29428,Media-Alta,21,2021-06-30,530,939,7480,20051,36908,16857
4671,3760,2101,981,4895,3309,35835,Media-Alta,22,2021-06-30,568,694,6839,20979,42674,21695
